"filename", "language", "Lua", "Batch", "TOML", "JSON", "Markdown", "YAML", "Shell Script", "Rust", "comment", "blank", "total"
"c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Admin\teleport.lua", "Lua", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22
"c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Admin\teleportServer.lua", "Lua", 18, 0, 0, 0, 0, 0, 0, 0, 0, 4, 22
"c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Debug\blink.lua", "Lua", 16, 0, 0, 0, 0, 0, 0, 0, 2, 5, 23
"c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Debug\fetch.lua", "Lua", 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13
"c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Debug\fetchServer.lua", "Lua", 4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Debug\getPlayerPlaceInstance.lua", "Lua", 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21
"c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Debug\getPlayerPlaceInstanceServer.lua", "Lua", 23, 0, 0, 0, 0, 0, 0, 0, 0, 4, 27
"c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Debug\position.lua", "Lua", 22, 0, 0, 0, 0, 0, 0, 0, 0, 4, 26
"c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Debug\thru.lua", "Lua", 25, 0, 0, 0, 0, 0, 0, 0, 2, 6, 33
"c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Debug\uptime.lua", "Lua", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7
"c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Debug\uptimeServer.lua", "Lua", 10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11
"c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Debug\version.lua", "Lua", 10, 0, 0, 0, 0, 0, 0, 0, 0, 3, 13
"c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Utility\alias.lua", "Lua", 25, 0, 0, 0, 0, 0, 0, 0, 0, 2, 27
"c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Utility\bind.lua", "Lua", 56, 0, 0, 0, 0, 0, 0, 0, 0, 9, 65
"c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Utility\clear.lua", "Lua", 21, 0, 0, 0, 0, 0, 0, 0, 0, 3, 24
"c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Utility\convertTimestamp.lua", "Lua", 18, 0, 0, 0, 0, 0, 0, 0, 0, 1, 19
"c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Utility\echo.lua", "Lua", 16, 0, 0, 0, 0, 0, 0, 0, 0, 1, 17
"c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Utility\edit.lua", "Lua", 65, 0, 0, 0, 0, 0, 0, 0, 0, 14, 79
"c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Utility\history.lua", "Lua", 25, 0, 0, 0, 0, 0, 0, 0, 0, 3, 28
"c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Utility\hover.lua", "Lua", 16, 0, 0, 0, 0, 0, 0, 0, 0, 5, 21
"c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Utility\jsonArrayDecode.lua", "Lua", 19, 0, 0, 0, 0, 0, 0, 0, 0, 3, 22
"c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Utility\jsonArrayEncode.lua", "Lua", 17, 0, 0, 0, 0, 0, 0, 0, 0, 2, 19
"c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Utility\len.lua", "Lua", 16, 0, 0, 0, 0, 0, 0, 0, 0, 1, 17
"c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Utility\math.lua", "Lua", 34, 0, 0, 0, 0, 0, 0, 0, 0, 2, 36
"c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Utility\pick.lua", "Lua", 21, 0, 0, 0, 0, 0, 0, 0, 0, 1, 22
"c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Utility\rand.lua", "Lua", 22, 0, 0, 0, 0, 0, 0, 0, 0, 1, 23
"c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Utility\replace.lua", "Lua", 31, 0, 0, 0, 0, 0, 0, 0, 0, 1, 32
"c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Utility\resolve.lua", "Lua", 30, 0, 0, 0, 0, 0, 0, 0, 0, 2, 32
"c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Utility\run.lua", "Lua", 19, 0, 0, 0, 0, 0, 0, 0, 0, 1, 20
"c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Utility\runLines.lua", "Lua", 31, 0, 0, 0, 0, 0, 0, 0, 0, 8, 39
"c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Utility\runif.lua", "Lua", 47, 0, 0, 0, 0, 0, 0, 0, 0, 6, 53
"c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Utility\unbind.lua", "Lua", 23, 0, 0, 0, 0, 0, 0, 0, 0, 2, 25
"c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Utility\var.lua", "Lua", 21, 0, 0, 0, 0, 0, 0, 0, 0, 2, 23
"c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Utility\varServer.lua", "Lua", 48, 0, 0, 0, 0, 0, 0, 0, 0, 13, 61
"c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Utility\varSet.lua", "Lua", 22, 0, 0, 0, 0, 0, 0, 0, 0, 2, 24
"c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Utility\varSetServer.lua", "Lua", 48, 0, 0, 0, 0, 0, 0, 0, 0, 16, 64
"c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\help.lua", "Lua", 58, 0, 0, 0, 0, 0, 0, 0, 2, 5, 65
"c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInTypes\BindableResource.lua", "Lua", 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInTypes\BrickColor.lua", "Lua", 68, 0, 0, 0, 0, 0, 0, 0, 0, 11, 79
"c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInTypes\Color3.lua", "Lua", 43, 0, 0, 0, 0, 0, 0, 0, 0, 10, 53
"c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInTypes\Command.lua", "Lua", 20, 0, 0, 0, 0, 0, 0, 0, 0, 6, 26
"c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInTypes\ConditionFunction.lua", "Lua", 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInTypes\Duration.lua", "Lua", 90, 0, 0, 0, 0, 0, 0, 0, 13, 10, 113
"c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInTypes\JSON.lua", "Lua", 11, 0, 0, 0, 0, 0, 0, 0, 0, 3, 14
"c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInTypes\MathOperator.lua", "Lua", 40, 0, 0, 0, 0, 0, 0, 0, 0, 1, 41
"c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInTypes\Player.lua", "Lua", 32, 0, 0, 0, 0, 0, 0, 0, 0, 9, 41
"c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInTypes\PlayerId.lua", "Lua", 50, 0, 0, 0, 0, 0, 0, 0, 0, 13, 63
"c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInTypes\Primitives.lua", "Lua", 114, 0, 0, 0, 0, 0, 0, 0, 0, 27, 141
"c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInTypes\StoredKey.lua", "Lua", 28, 0, 0, 0, 0, 0, 0, 0, 0, 7, 35
"c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInTypes\Team.lua", "Lua", 41, 0, 0, 0, 0, 0, 0, 0, 0, 12, 53
"c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInTypes\Type.lua", "Lua", 20, 0, 0, 0, 0, 0, 0, 0, 0, 6, 26
"c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInTypes\URL.lua", "Lua", 16, 0, 0, 0, 0, 0, 0, 0, 0, 5, 21
"c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInTypes\UserInput.lua", "Lua", 24, 0, 0, 0, 0, 0, 0, 0, 0, 8, 32
"c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInTypes\Vector.lua", "Lua", 25, 0, 0, 0, 0, 0, 0, 0, 0, 6, 31
"c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\CmdrClient\CmdrInterface\AutoComplete.lua", "Lua", 149, 0, 0, 0, 0, 0, 0, 0, 27, 41, 217
"c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\CmdrClient\CmdrInterface\Window.lua", "Lua", 256, 0, 0, 0, 0, 0, 0, 0, 23, 58, 337
"c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\CmdrClient\CmdrInterface\init.lua", "Lua", 117, 0, 0, 0, 0, 0, 0, 0, 3, 32, 152
"c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\CmdrClient\DefaultEventHandlers.lua", "Lua", 13, 0, 0, 0, 0, 0, 0, 0, 0, 2, 15
"c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\CmdrClient\init.lua", "Lua", 90, 0, 0, 0, 0, 0, 0, 0, 14, 23, 127
"c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\CreateGui.lua", "Lua", 195, 0, 0, 0, 0, 0, 0, 0, 0, 23, 218
"c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\Initialize.lua", "Lua", 28, 0, 0, 0, 0, 0, 0, 0, 1, 12, 41
"c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\Shared\Argument.lua", "Lua", 196, 0, 0, 0, 0, 0, 0, 0, 8, 54, 258
"c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\Shared\Command.lua", "Lua", 160, 0, 0, 0, 0, 0, 0, 0, 22, 41, 223
"c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\Shared\Dispatcher.lua", "Lua", 135, 0, 0, 0, 0, 0, 0, 0, 15, 40, 190
"c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\Shared\Registry.lua", "Lua", 213, 0, 0, 0, 0, 0, 0, 0, 24, 58, 295
"c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\Shared\Util.lua", "Lua", 423, 0, 0, 0, 0, 0, 0, 0, 35, 91, 549
"c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\init.lua", "Lua", 33, 0, 0, 0, 0, 0, 0, 0, 1, 7, 41
"c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\README.md", "Markdown", 0, 0, 0, 0, 17, 0, 0, 0, 0, 6, 23
"c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\aftman.toml", "TOML", 0, 0, 4, 0, 0, 0, 0, 0, 3, 1, 8
"c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\default.project.json", "JSON", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 6
"c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\rotriever.toml", "TOML", 0, 0, 6, 0, 0, 0, 0, 0, 0, 1, 7
"c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\selene.toml", "TOML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\test-place.project.json", "JSON", 0, 0, 0, 12, 0, 0, 0, 0, 0, 2, 14
"c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_cmdr@1.12.0\cmdr\wally.toml", "TOML", 0, 0, 9, 0, 0, 0, 0, 0, 0, 2, 11
"c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_promise@4.0.0\promise\CHANGELOG.md", "Markdown", 0, 0, 0, 0, 123, 0, 0, 0, 0, 34, 157
"c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_promise@4.0.0\promise\README.md", "Markdown", 0, 0, 0, 0, 16, 0, 0, 0, 0, 7, 23
"c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_promise@4.0.0\promise\aftman.toml", "TOML", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 3
"c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_promise@4.0.0\promise\default.project.json", "JSON", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 6
"c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_promise@4.0.0\promise\docs\Examples.md", "Markdown", 0, 0, 0, 0, 83, 0, 0, 0, 0, 23, 106
"c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_promise@4.0.0\promise\docs\Installation.md", "Markdown", 0, 0, 0, 0, 34, 0, 0, 0, 0, 14, 48
"c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_promise@4.0.0\promise\docs\Tour.md", "Markdown", 0, 0, 0, 0, 130, 0, 0, 0, 0, 53, 183
"c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_promise@4.0.0\promise\docs\WhyUsePromises.md", "Markdown", 0, 0, 0, 0, 183, 0, 0, 0, 0, 73, 256
"c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_promise@4.0.0\promise\docs\intro.md", "Markdown", 0, 0, 0, 0, 10, 0, 0, 0, 0, 3, 13
"c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_promise@4.0.0\promise\foreman.toml", "TOML", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 3
"c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_promise@4.0.0\promise\lib\init.lua", "Lua", 1513, 0, 0, 0, 0, 0, 0, 0, 152, 404, 2069
"c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_promise@4.0.0\promise\lib\init.spec.lua", "Lua", 1433, 0, 0, 0, 0, 0, 0, 0, 5, 407, 1845
"c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\Packages\_Index\evaera_promise@4.0.0\promise\modules\testez\.github\workflows\ci.yml", "YAML", 0, 0, 0, 0, 0, 61, 0, 0, 2, 17, 80
